record_id,caller_person_id,receiver_person_id,caller_number,receiver_number,timestamp,duration_seconds,call_type,tower_reference,source_system
CALL00219,P006,P024,+91 7037149286,+91 9894670613,2025-10-07 11:15:46,119,voice,TWR-158,Telecom Provider CDR
CALL00220,P033,P017,+91 7027909944,+91 9945836599,2026-04-18 11:25:45,807,voice,TWR-121,Telecom Provider CDR
CALL00221,P017,P022,+91 9945836599,+91 8011745854,2026-01-25 16:00:29,169,voice,TWR-148,Telecom Provider CDR
CALL00222,P033,P027,+91 7027909944,+91 9884645824,2025-10-04 21:00:00,607,voice,TWR-134,Telecom Provider CDR
CALL00223,P011,P012,+91 9854026519,+91 7017878352,2025-09-14 13:00:10,597,voice,TWR-161,Telecom Provider CDR
CALL00224,P009,P021,+91 9899066376,+91 7092466518,2026-03-18 20:50:11,0,voicemail,TWR-129,Telecom Provider CDR
CALL00225,P009,P018,+91 9899066376,+91 9025135342,2025-10-01 13:15:21,514,voice,TWR-161,Telecom Provider CDR
CALL00226,P035,P007,+91 7011946866,+91 9834840362,2026-03-29 18:00:49,0,voicemail,TWR-102,Telecom Provider CDR
CALL00227,P028,P006,+91 8082176114,+91 7037149286,2026-01-18 06:00:02,546,voice,TWR-137,Telecom Provider CDR
CALL00228,P041,P003,+91 9076168413,+91 9812035599,2025-12-08 17:55:23,392,voice,TWR-157,Telecom Provider CDR
CALL00229,P038,P023,+91 8063442307,+91 7050152218,2025-12-27 20:05:18,242,voice,TWR-156,Telecom Provider CDR
CALL00230,P027,P025,+91 9884645824,+91 9058248303,2025-11-07 22:10:31,618,voice,TWR-188,Telecom Provider CDR
CALL00231,P011,P019,+91 9854026519,+91 9961366134,2025-12-24 17:00:40,235,voice,TWR-164,Telecom Provider CDR
CALL00232,P015,P019,+91 9972065052,+91 9961366134,2025-10-21 19:10:33,0,missed,TWR-112,Telecom Provider CDR
CALL00233,P042,P011,+91 9855823679,+91 9854026519,2025-11-21 13:40:14,439,voice,TWR-101,Telecom Provider CDR
CALL00234,P010,P022,+91 9891274271,+91 8011745854,2025-11-27 17:30:20,0,voicemail,TWR-123,Telecom Provider CDR
CALL00235,P008,P002,+91 9949882535,+91 9924029930,2025-09-12 14:25:26,779,voice,TWR-136,Telecom Provider CDR
CALL00236,P026,P036,+91 7087393203,+91 9821597187,2026-03-20 23:10:49,0,missed,TWR-176,Telecom Provider CDR
CALL00237,P025,P007,+91 9058248303,+91 9834840362,2026-04-22 12:55:12,0,voicemail,TWR-104,Telecom Provider CDR
CALL00238,P017,P041,+91 9945836599,+91 9076168413,2026-02-14 14:55:31,0,missed,TWR-128,Telecom Provider CDR
CALL00239,P020,P002,+91 9978957272,+91 9924029930,2026-01-27 12:40:39,0,voicemail,TWR-191,Telecom Provider CDR
CALL00240,P027,P021,+91 9884645824,+91 7092466518,2026-01-23 21:35:48,619,voice,TWR-178,Telecom Provider CDR
CALL00241,P021,P023,+91 7092466518,+91 7050152218,2026-03-02 14:45:56,0,missed,TWR-140,Telecom Provider CDR
CALL00242,P021,P042,+91 7092466518,+91 9855823679,2025-11-01 06:50:17,0,voicemail,TWR-192,Telecom Provider CDR
CALL00243,P032,P019,+91 9012057074,+91 9961366134,2026-01-14 19:30:09,0,missed,TWR-168,Telecom Provider CDR
CALL00244,P042,P038,+91 9855823679,+91 8063442307,2026-04-17 14:45:41,0,missed,TWR-145,Telecom Provider CDR
CALL00245,P016,P012,+91 9858538223,+91 7017878352,2026-04-20 11:30:33,0,missed,TWR-106,Telecom Provider CDR
CALL00246,P024,P038,+91 9894670613,+91 8063442307,2026-04-13 10:15:21,330,voice,TWR-136,Telecom Provider CDR
CALL00247,P038,P026,+91 8063442307,+91 7087393203,2025-11-19 21:20:54,777,voice,TWR-173,Telecom Provider CDR
CALL00248,P016,P021,+91 9858538223,+91 7092466518,2026-01-08 20:10:25,0,voicemail,TWR-125,Telecom Provider CDR
CALL00249,P041,P022,+91 9076168413,+91 8011745854,2026-01-18 21:10:13,284,voice,TWR-116,Telecom Provider CDR
CALL00250,P013,P011,+91 9025419329,+91 9854026519,2025-10-22 14:25:54,0,voicemail,TWR-114,Telecom Provider CDR
CALL00251,P013,P019,+91 9025419329,+91 9961366134,2025-11-26 10:00:14,725,voice,TWR-193,Telecom Provider CDR
CALL00252,P010,P026,+91 9891274271,+91 7087393203,2025-10-15 07:30:53,244,voice,TWR-130,Telecom Provider CDR
CALL00253,P005,P042,+91 8041629537,+91 9855823679,2025-09-13 12:30:37,0,voicemail,TWR-166,Telecom Provider CDR
CALL00254,P020,P012,+91 9978957272,+91 7017878352,2026-02-17 18:40:40,668,voice,TWR-126,Telecom Provider CDR
CALL00255,P009,P042,+91 9899066376,+91 9855823679,2026-03-02 08:10:14,660,voice,TWR-177,Telecom Provider CDR
CALL00256,P038,P025,+91 8063442307,+91 9058248303,2025-11-13 18:05:24,0,missed,TWR-189,Telecom Provider CDR
CALL00257,P015,P013,+91 9972065052,+91 9025419329,2025-11-19 15:15:04,503,voice,TWR-102,Telecom Provider CDR
CALL00258,P034,P022,+91 9021933488,+91 8011745854,2025-11-17 19:50:48,0,voicemail,TWR-175,Telecom Provider CDR
CALL00259,P028,P025,+91 8082176114,+91 9058248303,2025-11-11 13:25:04,147,voice,TWR-186,Telecom Provider CDR
CALL00260,P034,P008,+91 9021933488,+91 9949882535,2026-03-14 17:55:03,684,voice,TWR-153,Telecom Provider CDR
CALL00261,P038,P005,+91 8063442307,+91 8041629537,2025-09-17 15:00:46,265,voice,TWR-109,Telecom Provider CDR
CALL00262,P038,P036,+91 8063442307,+91 9821597187,2025-12-18 10:25:23,457,voice,TWR-193,Telecom Provider CDR
CALL00263,P019,P014,+91 9961366134,+91 8048728842,2025-10-02 09:25:47,274,voice,TWR-162,Telecom Provider CDR
CALL00264,P019,P018,+91 9961366134,+91 9025135342,2026-01-14 07:25:33,481,voice,TWR-191,Telecom Provider CDR
CALL00265,P032,P041,+91 9012057074,+91 9076168413,2025-10-27 14:25:33,31,voice,TWR-182,Telecom Provider CDR
CALL00266,P036,P012,+91 9821597187,+91 7017878352,2026-02-28 06:40:16,869,voice,TWR-102,Telecom Provider CDR
CALL00267,P006,P011,+91 7037149286,+91 9854026519,2025-09-17 18:40:41,0,missed,TWR-132,Telecom Provider CDR
CALL00268,P001,P038,+91 9029837164,+91 8063442307,2025-09-13 23:25:14,0,missed,TWR-186,Telecom Provider CDR
CALL00269,P036,P005,+91 9821597187,+91 8041629537,2026-04-02 21:10:34,677,voice,TWR-101,Telecom Provider CDR
CALL00270,P035,P020,+91 7011946866,+91 9978957272,2025-12-01 07:50:45,0,missed,TWR-117,Telecom Provider CDR
CALL00271,P011,P023,+91 9854026519,+91 7050152218,2025-12-23 17:40:53,119,voice,TWR-172,Telecom Provider CDR
CALL00272,P018,P040,+91 9025135342,+91 8079814367,2026-02-14 16:20:08,0,missed,TWR-187,Telecom Provider CDR
CALL00273,P008,P023,+91 9949882535,+91 7050152218,2025-12-08 15:30:47,506,voice,TWR-157,Telecom Provider CDR
CALL00274,P012,P042,+91 7017878352,+91 9855823679,2025-12-09 14:20:43,743,voice,TWR-102,Telecom Provider CDR
CALL00275,P037,P038,+91 7067154811,+91 8063442307,2025-11-02 20:25:08,585,voice,TWR-126,Telecom Provider CDR
CALL00276,P004,P026,+91 9817447787,+91 7087393203,2026-02-06 19:35:00,0,voicemail,TWR-140,Telecom Provider CDR
CALL00277,P038,P024,+91 8063442307,+91 9894670613,2026-03-28 09:50:53,0,missed,TWR-162,Telecom Provider CDR
CALL00278,P025,P009,+91 9058248303,+91 9899066376,2025-11-21 14:25:34,16,voice,TWR-198,Telecom Provider CDR
CALL00279,P004,P035,+91 9817447787,+91 7011946866,2025-10-01 12:45:54,0,voicemail,TWR-152,Telecom Provider CDR
CALL00280,P026,P025,+91 7087393203,+91 9058248303,2026-02-16 06:15:16,0,missed,TWR-107,Telecom Provider CDR
CALL00281,P021,P027,+91 7092466518,+91 9884645824,2026-04-03 17:05:27,0,voicemail,TWR-155,Telecom Provider CDR
CALL00282,P014,P023,+91 8048728842,+91 7050152218,2025-12-17 07:35:27,0,missed,TWR-109,Telecom Provider CDR
CALL00283,P009,P019,+91 9899066376,+91 9961366134,2026-02-15 22:30:01,693,voice,TWR-104,Telecom Provider CDR
CALL00284,P015,P028,+91 9972065052,+91 8082176114,2025-09-23 16:30:19,347,voice,TWR-174,Telecom Provider CDR
CALL00285,P012,P026,+91 7017878352,+91 7087393203,2025-11-13 14:55:54,519,voice,TWR-142,Telecom Provider CDR
CALL00286,P010,P013,+91 9891274271,+91 9025419329,2025-12-23 18:10:32,0,missed,TWR-117,Telecom Provider CDR
CALL00287,P026,P015,+91 7087393203,+91 9972065052,2025-12-22 07:25:05,131,voice,TWR-103,Telecom Provider CDR
CALL00288,P001,P011,+91 9029837164,+91 9854026519,2026-02-24 17:55:15,295,voice,TWR-197,Telecom Provider CDR
CALL00289,P008,P012,+91 9949882535,+91 7017878352,2026-03-15 11:20:32,133,voice,TWR-113,Telecom Provider CDR
CALL00290,P017,P015,+91 9945836599,+91 9972065052,2026-02-10 09:40:12,466,voice,TWR-184,Telecom Provider CDR
CALL00291,P040,P016,+91 8079814367,+91 9858538223,2026-04-04 22:50:34,525,voice,TWR-156,Telecom Provider CDR
CALL00292,P008,P009,+91 9949882535,+91 9899066376,2025-12-02 22:15:14,127,voice,TWR-113,Telecom Provider CDR
CALL00293,P033,P042,+91 7027909944,+91 9855823679,2025-10-22 19:10:10,0,missed,TWR-190,Telecom Provider CDR
CALL00294,P008,P032,+91 9949882535,+91 9012057074,2025-09-20 11:25:20,0,voicemail,TWR-146,Telecom Provider CDR
CALL00295,P026,P013,+91 7087393203,+91 9025419329,2026-03-26 16:35:32,719,voice,TWR-138,Telecom Provider CDR
CALL00296,P007,P033,+91 9834840362,+91 7027909944,2026-02-07 14:15:29,0,missed,TWR-118,Telecom Provider CDR
CALL00297,P026,P015,+91 7087393203,+91 9972065052,2025-10-04 13:10:33,601,voice,TWR-147,Telecom Provider CDR
CALL00298,P033,P023,+91 7027909944,+91 7050152218,2026-04-10 21:35:44,605,voice,TWR-176,Telecom Provider CDR
CALL00299,P023,P035,+91 7050152218,+91 7011946866,2025-10-28 10:00:38,280,voice,TWR-125,Telecom Provider CDR
CALL00300,P009,P027,+91 9899066376,+91 9884645824,2026-03-01 11:10:00,246,voice,TWR-130,Telecom Provider CDR
CALL00301,P041,P026,+91 9076168413,+91 7087393203,2026-04-17 10:25:29,0,voicemail,TWR-145,Telecom Provider CDR
CALL00302,P014,P041,+91 8048728842,+91 9076168413,2025-12-25 16:00:17,91,voice,TWR-109,Telecom Provider CDR
CALL00303,P025,P024,+91 9058248303,+91 9894670613,2026-01-04 15:35:12,622,voice,TWR-167,Telecom Provider CDR
CALL00304,P035,P017,+91 7011946866,+91 9945836599,2025-10-17 16:45:33,368,voice,TWR-137,Telecom Provider CDR
CALL00305,P021,P033,+91 7092466518,+91 7027909944,2026-01-12 21:25:11,90,voice,TWR-193,Telecom Provider CDR
CALL00306,P037,P004,+91 7067154811,+91 9817447787,2025-12-30 19:50:55,632,voice,TWR-160,Telecom Provider CDR
CALL00307,P023,P008,+91 7050152218,+91 9949882535,2025-10-28 15:50:58,654,voice,TWR-133,Telecom Provider CDR
CALL00308,P025,P021,+91 9058248303,+91 7092466518,2025-12-10 16:25:52,254,voice,TWR-140,Telecom Provider CDR
CALL00309,P021,P027,+91 7092466518,+91 9884645824,2026-02-01 22:15:06,0,voicemail,TWR-130,Telecom Provider CDR
CALL00310,P012,P023,+91 7017878352,+91 7050152218,2026-02-05 11:00:31,204,voice,TWR-146,Telecom Provider CDR
CALL00311,P038,P002,+91 8063442307,+91 9924029930,2025-11-14 11:50:42,0,missed,TWR-130,Telecom Provider CDR
CALL00312,P034,P022,+91 9021933488,+91 8011745854,2025-11-05 10:45:27,104,voice,TWR-194,Telecom Provider CDR
CALL00313,P038,P009,+91 8063442307,+91 9899066376,2025-10-23 23:10:32,500,voice,TWR-158,Telecom Provider CDR
CALL00314,P033,P010,+91 7027909944,+91 9891274271,2026-01-02 18:25:23,868,voice,TWR-128,Telecom Provider CDR
CALL00315,P022,P027,+91 8011745854,+91 9884645824,2026-02-26 07:50:23,637,voice,TWR-151,Telecom Provider CDR
CALL00316,P035,P034,+91 7011946866,+91 9021933488,2025-09-14 12:10:13,401,voice,TWR-117,Telecom Provider CDR
CALL00317,P016,P028,+91 9858538223,+91 8082176114,2025-09-20 08:25:48,749,voice,TWR-156,Telecom Provider CDR
CALL00318,P027,P019,+91 9884645824,+91 9961366134,2026-03-25 14:30:18,487,voice,TWR-147,Telecom Provider CDR
CALL00319,P037,P011,+91 7067154811,+91 9854026519,2025-09-23 23:10:55,301,voice,TWR-187,Telecom Provider CDR
CALL00320,P019,P017,+91 9961366134,+91 9945836599,2025-09-13 22:55:34,227,voice,TWR-188,Telecom Provider CDR
CALL00321,P012,P009,+91 7017878352,+91 9899066376,2025-10-06 19:55:33,165,voice,TWR-169,Telecom Provider CDR
CALL00322,P014,P002,+91 8048728842,+91 9924029930,2025-12-26 12:10:11,0,missed,TWR-160,Telecom Provider CDR
CALL00323,P009,P007,+91 9899066376,+91 9834840362,2026-04-11 14:40:58,0,missed,TWR-164,Telecom Provider CDR
CALL00324,P023,P010,+91 7050152218,+91 9891274271,2025-12-07 14:45:49,0,missed,TWR-118,Telecom Provider CDR
CALL00325,P005,P038,+91 8041629537,+91 8063442307,2026-01-29 18:40:47,323,voice,TWR-183,Telecom Provider CDR
CALL00326,P006,P042,+91 7037149286,+91 9855823679,2025-12-05 06:15:10,614,voice,TWR-140,Telecom Provider CDR
CALL00327,P018,P013,+91 9025135342,+91 9025419329,2025-12-29 13:15:11,0,missed,TWR-159,Telecom Provider CDR
CALL00328,P019,P032,+91 9961366134,+91 9012057074,2025-09-14 06:20:58,290,voice,TWR-158,Telecom Provider CDR
CALL00329,P032,P037,+91 9012057074,+91 7067154811,2025-11-11 14:35:37,123,voice,TWR-148,Telecom Provider CDR
CALL00330,P008,P042,+91 9949882535,+91 9855823679,2026-03-31 17:10:16,809,voice,TWR-143,Telecom Provider CDR
CALL00331,P010,P036,+91 9891274271,+91 9821597187,2026-01-21 07:45:14,769,voice,TWR-159,Telecom Provider CDR
CALL00332,P005,P018,+91 8041629537,+91 9025135342,2025-10-01 18:50:54,0,missed,TWR-121,Telecom Provider CDR
CALL00333,P004,P001,+91 9817447787,+91 9029837164,2025-10-30 06:10:07,568,voice,TWR-191,Telecom Provider CDR
CALL00334,P006,P009,+91 7037149286,+91 9899066376,2026-01-15 07:10:13,0,missed,TWR-190,Telecom Provider CDR
CALL00335,P023,P041,+91 7050152218,+91 9076168413,2026-03-07 10:10:47,160,voice,TWR-111,Telecom Provider CDR
CALL00336,P002,P021,+91 9924029930,+91 7092466518,2026-02-08 12:35:05,639,voice,TWR-129,Telecom Provider CDR
CALL00337,P019,P010,+91 9961366134,+91 9891274271,2026-01-28 14:25:30,0,missed,TWR-119,Telecom Provider CDR
CALL00338,P002,P010,+91 9924029930,+91 9891274271,2025-11-17 17:55:33,0,missed,TWR-168,Telecom Provider CDR
CALL00339,P001,P002,+91 9029837164,+91 9924029930,2025-10-10 12:20:07,356,voice,TWR-161,Telecom Provider CDR
CALL00340,P016,P020,+91 9858538223,+91 9978957272,2026-03-02 17:45:01,0,voicemail,TWR-136,Telecom Provider CDR
CALL00341,P002,P042,+91 9924029930,+91 9855823679,2025-12-28 16:35:32,129,voice,TWR-115,Telecom Provider CDR
CALL00342,P022,P011,+91 8011745854,+91 9854026519,2026-04-08 23:00:47,281,voice,TWR-167,Telecom Provider CDR
CALL00343,P011,P042,+91 9854026519,+91 9855823679,2025-11-23 13:00:30,0,missed,TWR-103,Telecom Provider CDR
CALL00344,P025,P011,+91 9058248303,+91 9854026519,2025-12-26 21:00:33,749,voice,TWR-127,Telecom Provider CDR
CALL00345,P023,P026,+91 7050152218,+91 7087393203,2026-03-30 19:20:28,0,missed,TWR-190,Telecom Provider CDR
CALL00346,P004,P003,+91 9817447787,+91 9812035599,2025-10-05 12:35:12,80,voice,TWR-132,Telecom Provider CDR
CALL00347,P015,P019,+91 9972065052,+91 9961366134,2026-01-08 12:15:59,0,missed,TWR-102,Telecom Provider CDR
CALL00348,P026,P035,+91 7087393203,+91 7011946866,2025-09-29 11:30:41,0,missed,TWR-141,Telecom Provider CDR
CALL00349,P032,P021,+91 9012057074,+91 7092466518,2025-10-06 12:40:23,142,voice,TWR-189,Telecom Provider CDR
CALL00350,P037,P028,+91 7067154811,+91 8082176114,2025-12-05 11:05:24,0,missed,TWR-137,Telecom Provider CDR
CALL00351,P001,P023,+91 9029837164,+91 7050152218,2025-12-28 06:50:14,747,voice,TWR-178,Telecom Provider CDR
CALL00352,P013,P042,+91 9025419329,+91 9855823679,2025-11-13 08:10:58,287,voice,TWR-131,Telecom Provider CDR
CALL00353,P021,P004,+91 7092466518,+91 9817447787,2025-11-26 22:55:39,0,missed,TWR-128,Telecom Provider CDR
CALL00354,P012,P021,+91 7017878352,+91 7092466518,2026-04-20 19:20:59,809,voice,TWR-152,Telecom Provider CDR
CALL00355,P008,P006,+91 9949882535,+91 7037149286,2025-12-11 23:45:02,13,voice,TWR-119,Telecom Provider CDR
CALL00356,P012,P022,+91 7017878352,+91 8011745854,2026-02-20 22:35:28,884,voice,TWR-196,Telecom Provider CDR
CALL00357,P013,P034,+91 9025419329,+91 9021933488,2025-11-16 22:20:16,79,voice,TWR-172,Telecom Provider CDR
CALL00358,P035,P010,+91 7011946866,+91 9891274271,2026-04-05 12:20:32,101,voice,TWR-197,Telecom Provider CDR
CALL00359,P011,P025,+91 9854026519,+91 9058248303,2025-09-15 11:35:58,0,voicemail,TWR-144,Telecom Provider CDR
CALL00360,P035,P014,+91 7011946866,+91 8048728842,2025-12-30 13:25:48,865,voice,TWR-169,Telecom Provider CDR
CALL00361,P038,P022,+91 8063442307,+91 8011745854,2025-12-22 08:15:47,370,voice,TWR-166,Telecom Provider CDR
CALL00362,P023,P038,+91 7050152218,+91 8063442307,2025-11-21 14:05:22,0,voicemail,TWR-182,Telecom Provider CDR
CALL00363,P022,P023,+91 8011745854,+91 7050152218,2026-04-09 12:50:27,0,missed,TWR-117,Telecom Provider CDR
CALL00364,P005,P023,+91 8041629537,+91 7050152218,2026-02-01 07:15:01,296,voice,TWR-118,Telecom Provider CDR
CALL00365,P033,P020,+91 7027909944,+91 9978957272,2026-02-01 14:10:51,0,missed,TWR-132,Telecom Provider CDR
CALL00366,P028,P013,+91 8082176114,+91 9025419329,2025-11-26 15:00:28,0,voicemail,TWR-177,Telecom Provider CDR
CALL00367,P027,P001,+91 9884645824,+91 9029837164,2025-11-01 23:40:18,53,voice,TWR-147,Telecom Provider CDR
CALL00368,P008,P024,+91 9949882535,+91 9894670613,2026-04-20 08:15:17,0,missed,TWR-165,Telecom Provider CDR
CALL00369,P028,P016,+91 8082176114,+91 9858538223,2025-10-30 13:35:19,499,voice,TWR-144,Telecom Provider CDR
CALL00370,P008,P009,+91 9949882535,+91 9899066376,2025-12-29 09:30:48,0,missed,TWR-110,Telecom Provider CDR
CALL00371,P001,P021,+91 9029837164,+91 7092466518,2026-01-02 21:40:55,714,voice,TWR-195,Telecom Provider CDR
CALL00372,P026,P012,+91 7087393203,+91 7017878352,2026-04-14 21:30:54,833,voice,TWR-113,Telecom Provider CDR
CALL00373,P035,P011,+91 7011946866,+91 9854026519,2025-09-12 08:25:12,0,missed,TWR-139,Telecom Provider CDR
CALL00374,P021,P012,+91 7092466518,+91 7017878352,2025-11-26 10:35:24,682,voice,TWR-194,Telecom Provider CDR
CALL00375,P041,P011,+91 9076168413,+91 9854026519,2026-03-10 16:35:40,108,voice,TWR-165,Telecom Provider CDR
CALL00376,P040,P022,+91 8079814367,+91 8011745854,2026-04-13 12:35:01,406,voice,TWR-104,Telecom Provider CDR
CALL00377,P002,P027,+91 9924029930,+91 9884645824,2025-09-30 07:40:35,138,voice,TWR-129,Telecom Provider CDR
CALL00378,P019,P027,+91 9961366134,+91 9884645824,2026-04-10 19:05:09,0,missed,TWR-190,Telecom Provider CDR
CALL00379,P011,P012,+91 9854026519,+91 7017878352,2025-10-29 20:30:08,0,missed,TWR-111,Telecom Provider CDR
CALL00380,P017,P013,+91 9945836599,+91 9025419329,2025-11-26 10:45:01,0,missed,TWR-108,Telecom Provider CDR
CALL00381,P017,P040,+91 9945836599,+91 8079814367,2025-10-29 16:05:47,0,voicemail,TWR-103,Telecom Provider CDR
CALL00382,P009,P037,+91 9899066376,+91 7067154811,2026-01-12 15:30:51,0,voicemail,TWR-154,Telecom Provider CDR
CALL00383,P040,P025,+91 8079814367,+91 9058248303,2025-11-17 17:35:45,0,missed,TWR-152,Telecom Provider CDR
CALL00384,P003,P010,+91 9812035599,+91 9891274271,2026-01-12 18:00:55,852,voice,TWR-104,Telecom Provider CDR
CALL00385,P003,P006,+91 9812035599,+91 7037149286,2025-11-22 16:00:59,857,voice,TWR-132,Telecom Provider CDR
CALL00386,P009,P014,+91 9899066376,+91 8048728842,2025-10-02 08:35:44,0,missed,TWR-154,Telecom Provider CDR
CALL00387,P015,P035,+91 9972065052,+91 7011946866,2026-01-10 07:40:29,114,voice,TWR-180,Telecom Provider CDR
CALL00388,P009,P007,+91 9899066376,+91 9834840362,2025-10-14 08:45:03,0,missed,TWR-138,Telecom Provider CDR
CALL00389,P028,P014,+91 8082176114,+91 8048728842,2025-11-17 10:40:38,875,voice,TWR-173,Telecom Provider CDR
CALL00390,P017,P003,+91 9945836599,+91 9812035599,2026-03-02 20:30:50,895,voice,TWR-114,Telecom Provider CDR
CALL00391,P038,P006,+91 8063442307,+91 7037149286,2026-03-14 19:50:43,0,missed,TWR-152,Telecom Provider CDR
CALL00392,P038,P042,+91 8063442307,+91 9855823679,2026-02-19 22:35:40,0,voicemail,TWR-162,Telecom Provider CDR
CALL00393,P011,P022,+91 9854026519,+91 8011745854,2025-09-27 07:45:58,256,voice,TWR-196,Telecom Provider CDR
CALL00394,P036,P013,+91 9821597187,+91 9025419329,2026-04-15 07:05:18,0,missed,TWR-142,Telecom Provider CDR
CALL00395,P005,P011,+91 8041629537,+91 9854026519,2026-04-06 21:40:25,0,voicemail,TWR-119,Telecom Provider CDR
CALL00396,P027,P036,+91 9884645824,+91 9821597187,2025-10-28 10:00:10,606,voice,TWR-118,Telecom Provider CDR
CALL00397,P003,P006,+91 9812035599,+91 7037149286,2026-01-09 14:35:43,0,voicemail,TWR-121,Telecom Provider CDR
CALL00398,P041,P037,+91 9076168413,+91 7067154811,2025-10-24 13:45:48,879,voice,TWR-149,Telecom Provider CDR
CALL00399,P010,P001,+91 9891274271,+91 9029837164,2025-12-15 08:20:44,510,voice,TWR-179,Telecom Provider CDR
CALL00400,P026,P025,+91 7087393203,+91 9058248303,2025-09-27 23:05:00,890,voice,TWR-166,Telecom Provider CDR
CALL00401,P014,P013,+91 8048728842,+91 9025419329,2025-11-28 13:15:55,609,voice,TWR-156,Telecom Provider CDR
CALL00402,P021,P011,+91 7092466518,+91 9854026519,2026-02-27 13:55:09,602,voice,TWR-144,Telecom Provider CDR
CALL00403,P005,P016,+91 8041629537,+91 9858538223,2026-02-19 15:45:35,512,voice,TWR-159,Telecom Provider CDR
CALL00404,P032,P012,+91 9012057074,+91 7017878352,2026-02-20 20:35:16,0,voicemail,TWR-125,Telecom Provider CDR
CALL00405,P009,P036,+91 9899066376,+91 9821597187,2025-12-09 22:45:39,28,voice,TWR-155,Telecom Provider CDR
CALL00406,P020,P010,+91 9978957272,+91 9891274271,2026-04-21 21:10:24,0,voicemail,TWR-160,Telecom Provider CDR
CALL00407,P040,P024,+91 8079814367,+91 9894670613,2026-02-04 10:25:05,20,voice,TWR-166,Telecom Provider CDR
CALL00408,P026,P023,+91 7087393203,+91 7050152218,2025-11-19 12:10:50,121,voice,TWR-114,Telecom Provider CDR
CALL00409,P042,P023,+91 9855823679,+91 7050152218,2026-03-08 13:30:31,790,voice,TWR-197,Telecom Provider CDR
CALL00410,P024,P010,+91 9894670613,+91 9891274271,2025-12-07 11:25:19,0,voicemail,TWR-172,Telecom Provider CDR
CALL00411,P038,P024,+91 8063442307,+91 9894670613,2026-03-15 06:50:20,674,voice,TWR-104,Telecom Provider CDR
CALL00412,P026,P011,+91 7087393203,+91 9854026519,2026-02-02 21:15:15,0,missed,TWR-179,Telecom Provider CDR
CALL00413,P041,P036,+91 9076168413,+91 9821597187,2026-03-15 23:55:00,502,voice,TWR-157,Telecom Provider CDR
CALL00414,P004,P038,+91 9817447787,+91 8063442307,2026-03-13 15:30:31,30,voice,TWR-127,Telecom Provider CDR
CALL00415,P032,P011,+91 9012057074,+91 9854026519,2026-01-18 13:25:58,27,voice,TWR-159,Telecom Provider CDR
CALL00416,P027,P001,+91 9884645824,+91 9029837164,2026-02-03 20:35:41,0,missed,TWR-175,Telecom Provider CDR
CALL00417,P008,P014,+91 9949882535,+91 8048728842,2025-10-01 14:20:15,488,voice,TWR-132,Telecom Provider CDR
CALL00418,P021,P016,+91 7092466518,+91 9858538223,2025-12-15 09:05:21,756,voice,TWR-122,Telecom Provider CDR
CALL00419,P014,P011,+91 8048728842,+91 9854026519,2026-01-05 06:50:19,0,missed,TWR-171,Telecom Provider CDR
CALL00420,P040,P004,+91 8079814367,+91 9817447787,2025-10-15 09:40:02,0,voicemail,TWR-133,Telecom Provider CDR
CALL00421,P023,P010,+91 7050152218,+91 9891274271,2025-09-30 11:50:23,0,voicemail,TWR-117,Telecom Provider CDR
CALL00422,P009,P019,+91 9899066376,+91 9961366134,2026-04-15 14:40:05,178,voice,TWR-145,Telecom Provider CDR
CALL00423,P019,P006,+91 9961366134,+91 7037149286,2025-11-30 15:35:00,0,voicemail,TWR-183,Telecom Provider CDR
CALL00424,P019,P013,+91 9961366134,+91 9025419329,2025-10-28 13:40:45,617,voice,TWR-144,Telecom Provider CDR
CALL00425,P033,P012,+91 7027909944,+91 7017878352,2025-09-10 08:30:58,327,voice,TWR-120,Telecom Provider CDR
CALL00426,P025,P011,+91 9058248303,+91 9854026519,2025-09-16 14:50:57,0,voicemail,TWR-195,Telecom Provider CDR
CALL00427,P037,P017,+91 7067154811,+91 9945836599,2025-12-31 10:35:51,705,voice,TWR-143,Telecom Provider CDR
CALL00428,P024,P013,+91 9894670613,+91 9025419329,2026-04-22 06:50:57,695,voice,TWR-109,Telecom Provider CDR
CALL00429,P035,P033,+91 7011946866,+91 7027909944,2026-02-16 22:25:18,92,voice,TWR-162,Telecom Provider CDR
CALL00430,P020,P023,+91 9978957272,+91 7050152218,2025-12-24 13:45:47,0,voicemail,TWR-109,Telecom Provider CDR
CALL00431,P042,P012,+91 9855823679,+91 7017878352,2025-12-09 21:15:09,462,voice,TWR-197,Telecom Provider CDR
CALL00432,P020,P013,+91 9978957272,+91 9025419329,2026-01-22 12:45:23,15,voice,TWR-189,Telecom Provider CDR
CALL00433,P020,P003,+91 9978957272,+91 9812035599,2026-01-01 14:05:03,0,missed,TWR-177,Telecom Provider CDR
CALL00434,P016,P006,+91 9858538223,+91 7037149286,2025-11-20 14:05:25,0,voicemail,TWR-139,Telecom Provider CDR
CALL00435,P040,P011,+91 8079814367,+91 9854026519,2026-01-26 16:20:38,0,voicemail,TWR-189,Telecom Provider CDR
CALL00436,P033,P010,+91 7027909944,+91 9891274271,2026-02-28 23:30:41,809,voice,TWR-154,Telecom Provider CDR
CALL00437,P038,P037,+91 8063442307,+91 7067154811,2025-10-16 21:25:05,0,missed,TWR-134,Telecom Provider CDR
CALL00438,P021,P015,+91 7092466518,+91 9972065052,2025-10-11 13:55:57,757,voice,TWR-146,Telecom Provider CDR
